word,p1,p2,p3,p4,p5,p6,p7,p8
ರಿಷಾನ್,ರಿಷಾನ್,ರಿಷಾನ್‌ನನ್ನು,ರಿಷಾನ್‌ನಿಂದ,ರಿಷಾನ್‌ನಿಗೆ,ರಿಷಾನ್‌ನಿಂದ,ರಿಷಾನ್‌ನ,ರಿಷಾನ್‌ನಲ್ಲಿ,ರಿಷಾನ್‌ನೇ
ಶೌರ್ಯ,ಶೌರ್ಯ,ಶೌರ್ಯನನ್ನು,ಶೌರ್ಯನಿಂದ,ಶೌರ್ಯನಿಗೆ,ಶೌರ್ಯನಿಂದ,ಶೌರ್ಯನ,ಶೌರ್ಯನಲ್ಲಿ,ಶೌರ್ಯನೇ
ಅಥರ್ವ,ಅಥರ್ವ,ಅಥರ್ವನನ್ನು,ಅಥರ್ವನಿಂದ,ಅಥರ್ವನಿಗೆ,ಅಥರ್ವನಿಂದ,ಅಥರ್ವನ,ಅಥರ್ವನಲ್ಲಿ,ಅಥರ್ವನೇ
ಪ್ರಣವ್,ಪ್ರಣವ್,ಪ್ರಣವನನ್ನು,ಪ್ರಣವನಿಂದ,ಪ್ರಣವನಿಗೆ,ಪ್ರಣವನಿಂದ,ಪ್ರಣವನ,ಪ್ರಣವನಲ್ಲಿ,ಪ್ರಣವನೇ
ಅಕ್ಷಯ್,ಅಕ್ಷಯ್,ಅಕ್ಷಯ್‌ನನ್ನು,ಅಕ್ಷಯ್‌ನಿಂದ,ಅಕ್ಷಯ್‌ನಿಗೆ,ಅಕ್ಷಯ್‌ನಿಂದ,ಅಕ್ಷಯ್‌ನ,ಅಕ್ಷಯ್‌ನಲ್ಲಿ,ಅಕ್ಷಯ್‌ನೇ
ಕಿಯಾನ್,ಕಿಯಾನ್,ಕಿಯಾನ್‌ನನ್ನು,ಕಿಯಾನ್‌ನಿಂದ,ಕಿಯಾನ್‌ನಿಗೆ,ಕಿಯಾನ್‌ನಿಂದ,ಕಿಯಾನ್‌ನ,ಕಿಯಾನ್‌ನಲ್ಲಿ,ಕಿಯಾನ್‌ನೇ
ಅನ್ಶುಲ್,ಅನ್ಶುಲ್,ಅನ್ಶುಲನನ್ನು,ಅನ್ಶುಲನಿಂದ,ಅನ್ಶುಲನಿಗೆ,ಅನ್ಶುಲನಿಂದ,ಅನ್ಶುಲನ,ಅನ್ಶುಲನಲ್ಲಿ,ಅನ್ಶುಲನೇ
ಶ್ರೇಯಸ್,ಶ್ರೇಯಸ್,ಶ್ರೇಯಸನನ್ನು,ಶ್ರೇಯಸನಿಂದ,ಶ್ರೇಯಸನಿಗೆ,ಶ್ರೇಯಸನಿಂದ,ಶ್ರೇಯಸನ,ಶ್ರೇಯಸನಲ್ಲಿ,ಶ್ರೇಯಸನೇ
ವತ್ಸಲ್,ವತ್ಸಲ್,ವತ್ಸಲನನ್ನು,ವತ್ಸಲನಿಂದ,ವತ್ಸಲನಿಗೆ,ವತ್ಸಲನಿಂದ,ವತ್ಸಲನ,ವತ್ಸಲನಲ್ಲಿ,ವತ್ಸಲನೇ
ನಿಖಿಲ್,ನಿಖಿಲ್,ನಿಖಿಲನನ್ನು,ನಿಖಿಲನಿಂದ,ನಿಖಿಲನಿಗೆ,ನಿಖಿಲನಿಂದ,ನಿಖಿಲನ,ನಿಖಿಲನಲ್ಲಿ,ನಿಖಿಲನೇ
ಕೌಶಿಕ್,ಕೌಶಿಕ್,ಕೌಶಿಕನನ್ನು,ಕೌಶಿಕನಿಂದ,ಕೌಶಿಕನಿಗೆ,ಕೌಶಿಕನಿಂದ,ಕೌಶಿಕನ,ಕೌಶಿಕನಲ್ಲಿ,ಕೌಶಿಕನೇ
ಸಮರ್ಥ,ಸಮರ್ಥ,ಸಮರ್ಥನನ್ನು,ಸಮರ್ಥನಿಂದ,ಸಮರ್ಥನಿಗೆ,ಸಮರ್ಥನಿಂದ,ಸಮರ್ಥನ,ಸಮರ್ಥನಲ್ಲಿ,ಸಮರ್ಥನೇ
ಗೌತಮ್,ಗೌತಮ್,ಗೌತಮನ್ನ,ಗೌತಮನಿಂದ,ಗೌತಮನಿಗೆ,ಗೌತಮನಿಂದ,ಗೌತಮನ,ಗೌತಮಿನಲ್ಲಿ,ಗೌತಮನೇ
ಅಖಿಲ್,ಅಖಿಲ್,ಅಖಿಲನನ್ನು,ಅಖಿಲನಿಂದ,ಅಖಿಲನಿಗೆ,ಅಖಿಲನಿಂದ,ಅಖಿಲನ,ಅಖಿಲನಲ್ಲಿ,ಅಖಿಲನೇ
ರಾಹುಲ್,ರಾಹುಲ್,ರಾಹುಲನನ್ನು,ರಾಹುಲನಿಂದ,ರಾಹುಲನಿಗೆ,ರಾಹುಲನಿಂದ,ರಾಹುಲನ,ರಾಹುಲನಲ್ಲಿ,ರಾಹುಲನೇ
ರೋಹನ್,ರೋಹನ್,ರೋಹನ್‌ನನ್ನು,ರೋಹನ್‌ನಿಂದ,ರೋಹನ್‌ನಿಗೆ,ರೋಹನ್‌ನಿಂದ,ರೋಹನ್‌ನ,ರೋಹನ್‌ನಲ್ಲಿ,ರೋಹನ್‌ನೇ
ವಿಶ್ವಾಸ್,ವಿಶ್ವಾಸ್,ವಿಶ್ವಾಸನನ್ನು,ವಿಶ್ವಾಸನಿಂದ,ವಿಶ್ವಾಸನಿಗೆ,ವಿಶ್ವಾಸನಿಂದ,ವಿಶ್ವಾಸನ,ವಿಶ್ವಾಸನಲ್ಲಿ,ವಿಶ್ವಾಸನೇ
ಸಿದ್ಧಾಂತ್,ಸಿದ್ಧಾಂತ್,ಸಿದ್ಧಾಂತನನ್ನು,ಸಿದ್ಧಾಂತನಿಂದ,ಸಿದ್ಧಾಂತನಿಗೆ,ಸಿದ್ಧಾಂತನಿಂದ,ಸಿದ್ಧಾಂತನ,ಸಿದ್ಧಾಂತನಲ್ಲಿ,ಸಿದ್ಧಾಂತನೇ
ನಿಶಾಂತ್,ನಿಶಾಂತ್,ನಿಶಾಂತನನ್ನು,ನಿಶಾಂತನಿಂದ,ನಿಶಾಂತನಿಗೆ,ನಿಶಾಂತನಿಂದ,ನಿಶಾಂತನ,ನಿಶಾಂತ್ನಲ್ಲಿ,ನಿಶಾಂತ್ನೇ
ದೀಪಕ್,ದೀಪಕ್,ದೀಪಕನನ್ನು,ದೀಪಕನಿಂದ,ದೀಪಕನಿಗೆ,ದೀಪಕನಿಂದ,ದೀಪಕನ,ದೀಪಕನಲ್ಲಿ,ದೀಪಕನೇ
ತೇಜಸ್,ತೇಜಸ್,ತೇಜಸನನ್ನು,ತೇಜಸನಿಂದ,ತೇಜಸನಿಗೆ,ತೇಜಸನಿಂದ,ತೇಜಸನ,ತೇಜಸನಲ್ಲಿ,ತೇಜಸನೇ
ಸಚಿತ್,ಸಚಿತ್,ಸಚಿತನನ್ನು,ಸಚಿತನಿಂದ,ಸಚಿತನಿಗೆ,ಸಚಿತನಿಂದ,ಸಚಿತನ,ಸಚಿತ್ನಲ್ಲಿ,ಸಚಿತ್ನೇ
ಚೇತನ್,ಚೇತನ್,ಚೇತನನನ್ನು,ಚೇತನನಿಂದ,ಚೇತನನಿಗೆ,ಚೇತನನಿಂದ,ಚೇತನನ,ಚೇತನನಲ್ಲಿ,ಚೇತನನೇ
ಜೀವನ್,ಜೀವನ್,ಜೀವನನನ್ನು,ಜೀವನನಿಂದ,ಜೀವನನಿಗೆ,ಜೀವನನಿಂದ,ಜೀವನನ,ಜೀವನನಲ್ಲಿ,ಜೀವನನೇ
ಯಶಸ್,ಯಶಸ್,ಯಶಸ್ಸನ್ನು,ಯಶಸ್ಸಿನಿಂದ,ಯಶಸ್ಸಿಗೆ,ಯಶಸ್ಸಿನಿಂದ,ಯಶಸ್ಸಿನ,ಯಶಸ್ಸಿನಲ್ಲಿ,ಯಶಸ್ಸೇ
ಆದಿತ್ಯ,ಆದಿತ್ಯ,ಆದಿತ್ಯನನ್ನು,ಆದಿತ್ಯನಿಂದ,ಆದಿತ್ಯನಿಗೆ,ಆದಿತ್ಯನಿಂದ,ಆದಿತ್ಯನ,ಆದಿತ್ಯನಲ್ಲಿ,ಆದಿತ್ಯನೇ
ಅನ್ಮೋಲ್,ಅನ್ಮೋಲ್,ಅನ್ಮೋಲನನ್ನು,ಅನ್ಮೋಲನಿಂದ,ಅನ್ಮೋಲನಿಗೆ,ಅನ್ಮೋಲನಿಂದ,ಅನ್ಮೋಲನ,ಅನ್ಮೋಲನಲ್ಲಿ,ಅನ್ಮೋಲನೇ
ಅಭಿಷೇಕ್,ಅಭಿಷೇಕ್,ಅಭಿಷೇಕನನ್ನು,ಅಭಿಷೇಕನಿಂದ,ಅಭಿಷೇಕನಿಗೆ,ಅಭಿಷೇಕನಿಂದ,ಅಭಿಷೇಕನ,ಅಭಿಷೇಕನಲ್ಲಿ,ಅಭಿಷೇಕನೇ
ವರುಣ್,ವರುಣ್,ವರುಣನನ್ನು,ವರುಣನಿಂದ,ವರುಣನಿಗೆ,ವರುಣನಿಂದ,ವರುಣನ,ವರುಣನಲ್ಲಿ,ವರುಣನೇ
ಆಶೀಶ್,ಆಶೀಶ್,ಆಶೀಶನನ್ನು,ಆಶೀಶನಿಂದ,ಆಶೀಶನಿಗೆ,ಆಶೀಶನಿಂದ,ಆಶೀಶನ,ಆಶೀಶನಲ್ಲಿ,ಆಶೀಶನೇ
ಗೌರವ್,ಗೌರವ್,ಗೌರವನನ್ನು,ಗೌರವನಿಂದ,ಗೌರವನಿಗೆ,ಗೌರವನಿಂದ,ಗೌರವನ,ಗೌರವನಲ್ಲಿ,ಗೌರವನೇ
ಉಜ್ವಲ್,ಉಜ್ವಲ್,ಉಜ್ವಲನನ್ನು,ಉಜ್ವಲನಿಂದ,ಉಜ್ವಲನಿಗೆ,ಉಜ್ವಲನಿಂದ,ಉಜ್ವಲನ,ಉಜ್ವಲನಲ್ಲಿ,ಉಜ್ವಲನೇ
ವಿನಯ್,ವಿನಯ್,ವಿನಯನನ್ನು,ವಿನಯನಿಂದ,ವಿನಯನಿಗೆ,ವಿನಯನಿಂದ,ವಿನಯನ,ವಿನಯನಲ್ಲಿ,ವಿನಯನೇ
ಶ್ರವಣ್,ಶ್ರವಣ್,ಶ್ರವಣನನ್ನು,ಶ್ರವಣನಿಂದ,ಶ್ರವಣನಿಗೆ,ಶ್ರವಣನಿಂದ,ಶ್ರವಣನ,ಶ್ರವಣನಲ್ಲಿ,ಶ್ರವಣನೇ
ನಿರಂಜನ್,ನಿರಂಜನ್,ನಿರಂಜನನನ್ನು,ನಿರಂಜನನಿಂದ,ನಿರಂಜನನಿಗೆ,ನಿರಂಜನನಿಂದ,ನಿರಂಜನನ,ನಿರಂಜನನಲ್ಲಿ,ನಿರಂಜನನೇ
ಸಾರ್ಥಕ್,ಸಾರ್ಥಕ್,ಸಾರ್ಥಕನನ್ನು,ಸಾರ್ಥಕನಿಂದ,ಸಾರ್ಥಕನಿಗೆ,ಸಾರ್ಥಕನಿಂದ,ಸಾರ್ಥಕನ,ಸಾರ್ಥಕನಲ್ಲಿ,ಸಾರ್ಥಕನೇ
ಅನ್ವೇಷ್,ಅನ್ವೇಷ್,ಅನ್ವೇಷನನ್ನು,ಅನ್ವೇಷನಿಂದ,ಅನ್ವೇಷನಿಗೆ,ಅನ್ವೇಷನಿಂದ,ಅನ್ವೇಷನ,ಅನ್ವೇಷನಲ್ಲಿ,ಅನ್ವೇಷನೇ
ಮಯೂರ್,ಮಯೂರ್,ಮಯೂರನನ್ನು,ಮಯೂರನಿಂದ,ಮಯೂರನಿಗೆ,ಮಯೂರನಿಂದ,ಮಯೂರನ,ಮಯೂರನಲ್ಲಿ,ಮಯೂರನೇ
ಲಕ್ಷ್ಮಿ,ಲಕ್ಷ್ಮಿ,ಲಕ್ಷ್ಮಿಯನ್ನು,ಲಕ್ಷ್ಮಿಯಿಂದ,ಲಕ್ಷ್ಮಿಗೆ,ಲಕ್ಷ್ಮಿಯಿಂದ,ಲಕ್ಷ್ಮಿಯ,ಲಕ್ಷ್ಮಿಯಲ್ಲಿ,ಲಕ್ಷ್ಮಿಯೇ
ಸರಸ್ವತಿ,ಸರಸ್ವತಿ,ಸರಸ್ವತಿಯನ್ನು,ಸರಸ್ವತಿಯಿಂದ,ಸರಸ್ವತಿಗೆ,ಸರಸ್ವತಿಯಿಂದ,ಸರಸ್ವತಿಯ,ಸರಸ್ವತಿಯಲ್ಲಿ,ಸರಸ್ವತಿಯೇ
ಪಾರ್ವತಿ,ಪಾರ್ವತಿ,ಪಾರ್ವತಿಯನ್ನು,ಪಾರ್ವತಿಯಿಂದ,ಪಾರ್ವತಿಗೆ,ಪಾರ್ವತಿಯಿಂದ,ಪಾರ್ವತಿಯ,ಪಾರ್ವತಿಯಲ್ಲಿ,ಪಾರ್ವತಿಯೇ
ಗಾಯತ್ರಿ,ಗಾಯತ್ರಿ,ಗಾಯತ್ರಿಯನ್ನು,ಗಾಯತ್ರಿಯಿಂದ,ಗಾಯತ್ರಿಗೆ,ಗಾಯತ್ರಿಯಿಂದ,ಗಾಯತ್ರಿಯ,ಗಾಯತ್ರಿಯಲ್ಲಿ,ಗಾಯತ್ರಿಯೇ
ಸೀತಾ,ಸೀತಾ,ಸೀತೆಯನ್ನು,ಸೀತೆಯಿಂದ,ಸೀತೆಗೆ,ಸೀತೆಯಿಂದ,ಸೀತೆಯ,ಸೀತೆಯಲ್ಲಿ,ಸೀತೆಯೇ
ರಾಧಾ,ರಾಧಾ,ರಾಧೆಯನ್ನು,ರಾಧೆಯಿಂದ,ರಾಧೆಗೆ,ರಾಧೆಯಿಂದ,ರಾಧೆಯ,ರಾಧೆಯಲ್ಲಿ,ರಾಧೆಯೇ
ಮೀರಾ,ಮೀರಾ,ಮೀರೆಯನ್ನು,ಮೀರೆಯಿಂದ,ಮೀರೆಗೆ,ಮೀರೆಯಿಂದ,ಮೀರೆಯ,ಮೀರೆಯಲ್ಲಿ,ಮೀರೆಯೇ
ರುಕ್ಮಿಣಿ,ರುಕ್ಮಿಣಿ,ರುಕ್ಮಿಣಿಯನ್ನು,ರುಕ್ಮಿಣಿಯಿಂದ,ರುಕ್ಮಿಣಿಗೆ,ರುಕ್ಮಿಣಿಯಿಂದ,ರುಕ್ಮಿಣಿಯ,ರುಕ್ಮಿಣಿಯಲ್ಲಿ,ರುಕ್ಮಿಣಿಯೇ
ಜಯಲಕ್ಷ್ಮಿ,ಜಯಲಕ್ಷ್ಮಿ,ಜಯಲಕ್ಷ್ಮಿಯನ್ನು,ಜಯಲಕ್ಷ್ಮಿಯಿಂದ,ಜಯಲಕ್ಷ್ಮಿಗೆ,ಜಯಲಕ್ಷ್ಮಿಯಿಂದ,ಜಯಲಕ್ಷ್ಮಿಯ,ಜಯಲಕ್ಷ್ಮಿಯಲ್ಲಿ,ಜಯಲಕ್ಷ್ಮಿಯೇ
ಅಂಬಿಕಾ,ಅಂಬಿಕಾ,ಅಂಬಿಕೆಯನ್ನು,ಅಂಬಿಕೆಯಿಂದ,ಅಂಬಿಕೆಗೆ,ಅಂಬಿಕೆಯಿಂದ,ಅಂಬಿಕೆಯ,ಅಂಬಿಕೆಯಲ್ಲಿ,ಅಂಬಿಕೆಯೇ
ದುರ್ಗಾ,ದುರ್ಗಾ,ದುರ್ಗೆಯನ್ನು,ದುರ್ಗೆಯಿಂದ,ದುರ್ಗೆಗೆ,ದುರ್ಗೆಯಿಂದ,ದುರ್ಗೆಯ,ದುರ್ಗೆಯಲ್ಲಿ,ದುರ್ಗೆಯೇ
ಅನ್ನಪೂರ್ಣಾ,ಅನ್ನಪೂರ್ಣಾ,ಅನ್ನಪೂರ್ಣೆಯನ್ನು,ಅನ್ನಪೂರ್ಣೆಯಿಂದ,ಅನ್ನಪೂರ್ಣೆಗೆ,ಅನ್ನಪೂರ್ಣೆಯಿಂದ,ಅನ್ನಪೂರ್ಣೆಯ,ಅನ್ನಪೂರ್ಣೆಯಲ್ಲಿ,ಅನ್ನಪೂರ್ಣೆಯೇ
ವೈಷ್ಣವಿ,ವೈಷ್ಣವಿ,ವೈಷ್ಣವಿಯನ್ನು,ವೈಷ್ಣವಿಯಿಂದ,ವೈಷ್ಣವಿಗೆ,ವೈಷ್ಣವಿಯಿಂದ,ವೈಷ್ಣವಿಯ,ವೈಷ್ಣವಿಯಲ್ಲಿ,ವೈಷ್ಣವಿಯೇ
ಇಂದಿರಾ,ಇಂದಿರಾ,ಇಂದಿರೆಯನ್ನು,ಇಂದಿರೆಯಿಂದ,ಇಂದಿರೆಗೆ,ಇಂದಿರೆಯಿಂದ,ಇಂದಿರೆಯ,ಇಂದಿರೆಯಲ್ಲಿ,ಇಂದಿರೆಯೇ
ಕಾವೇರಿ,ಕಾವೇರಿ,ಕಾವೇರಿಯನ್ನು,ಕಾವೇರಿಯಿಂದ,ಕಾವೇರಿಗೆ,ಕಾವೇರಿಯಿಂದ,ಕಾವೇರಿಯ,ಕಾವೇರಿಯಲ್ಲಿ,ಕಾವೇರಿಯೇ
ರೇವತಿ,ರೇವತಿ,ರೇವತಿಯನ್ನು,ರೇವತಿಯಿಂದ,ರೇವತಿಗೆ,ರೇವತಿಯಿಂದ,ರೇವತಿಯ,ರೇವತಿಯಲ್ಲಿ,ರೇವತಿಯೇ
ಪದ್ಮಾ,ಪದ್ಮಾ,ಪದ್ಮೆಯನ್ನು,ಪದ್ಮೆಯಿಂದ,ಪದ್ಮೆಗೆ,ಪದ್ಮೆಯಿಂದ,ಪದ್ಮೆಯ,ಪದ್ಮೆಯಲ್ಲಿ,ಪದ್ಮೆಯೇ
ಸುಮತಿ,ಸುಮತಿ,ಸುಮತಿಯನ್ನು,ಸುಮತಿಯಿಂದ,ಸುಮತಿಗೆ,ಸುಮತಿಯಿಂದ,ಸುಮತಿಯ,ಸುಮತಿಯಲ್ಲಿ,ಸುಮತಿಯೇ
ಶಾರದಾ,ಶಾರದಾ,ಶಾರದೆಯನ್ನು,ಶಾರದೆ ಯಿಂದ,ಶಾರದೆಗೆ,ಶಾರದೆ ಯಿಂದ,ಶಾರದೆ ಯ,ಶಾರದೆ ಯಲ್ಲಿ,ಶಾರದೆ ಯೇ
ಗೌರಿ,ಗೌರಿ,ಗೌರಿಯನ್ನು,ಗೌರಿಯಿಂದ,ಗೌರಿಗೆ,ಗೌರಿಯಿಂದ,ಗೌರಿಯ,ಗೌರಿಯಲ್ಲಿ,ಗೌರಿಯೇ
ಉಮಾ,ಉಮಾ,ಉಮೆಯನ್ನು,ಉಮೆಯಿಂದ,ಉಮೆಗೆ,ಉಮೆಯಿಂದ,ಉಮೆಯ,ಉಮೆಯಲ್ಲಿ,ಉಮೆಯೇ
ಮಾಧವಿ,ಮಾಧವಿ,ಮಾಧವಿಯನ್ನು,ಮಾಧವಿಯಿಂದ,ಮಾಧವಿಗೆ,ಮಾಧವಿಯಿಂದ,ಮಾಧವಿಯ,ಮಾಧವಿಯಲ್ಲಿ,ಮಾಧವಿಯೇ
ಸುಧಾ,ಸುಧಾ,ಸುಧೆಯನ್ನು,ಸುಧೆಯಿಂದ,ಸುಧೆಗೆ,ಸುಧೆಯಿಂದ,ಸುಧೆಯ,ಸುಧೆಯಲ್ಲಿ,ಸುಧೆಯೇ
ರೇಖಾ,ರೇಖಾ,ರೇಖೆಯನ್ನು,ರೇಖೆಯಿಂದ,ರೇಖೆಗೆ,ರೇಖೆಯಿಂದ,ರೇಖೆಯ,ರೇಖೆಯಲ್ಲಿ,ರೇಖೆಯೇ
ಮಂಜುಳಾ,ಮಂಜುಳಾ,ಮಂಜುಳೆಯನ್ನು,ಮಂಜುಳೆಯಿಂದ,ಮಂಜುಳೆಗೆ,ಮಂಜುಳೆಯಿಂದ,ಮಂಜುಳೆಯ,ಮಂಜುಳೆಯಲ್ಲಿ,ಮಂಜುಳೆಯೇ
ಪ್ರತಿಭಾ,ಪ್ರತಿಭಾ,ಪ್ರತಿಭೆಯನ್ನು,ಪ್ರತಿಭೆಯಿಂದ,ಪ್ರತಿಭೆಗೆ,ಪ್ರತಿಭೆಯಿಂದ,ಪ್ರತಿಭೆಯ,ಪ್ರತಿಭೆಯಲ್ಲಿ,ಪ್ರತಿಭೆಯೇ
ವಂದನಾ,ವಂದನಾ,ವಂದನೆಯನ್ನು,ವಂದನೆಯಿಂದ,ವಂದನೆಗೆ,ವಂದನೆಯಿಂದ,ವಂದನೆಯ,ವಂದನೆಯಲ್ಲಿ,ವಂದನೆಯೇ
ಅನುಷಾ,ಅನುಷಾ,ಅನುಷೆಯನ್ನು,ಅನುಷೆಯಿಂದ,ಅನುಷೆಗೆ,ಅನುಷೆಯಿಂದ,ಅನುಷೆಯ,ಅನುಷೆಯಲ್ಲಿ,ಅನುಷೆಯೇ
ದೀಪಾ,ದೀಪಾ,ದೀಪೆಯನ್ನು,ದೀಪೆಯಿಂದ,ದೀಪೆಗೆ,ದೀಪೆಯಿಂದ,ದೀಪೆಯ,ದೀಪೆಯಲ್ಲಿ,ದೀಪೆಯೇ
ಶ್ವೇತಾ,ಶ್ವೇತಾ,ಶ್ವೇತೆಯನ್ನು,ಶ್ವೇತೆಯಿಂದ,ಶ್ವೇತೆಗೆ,ಶ್ವೇತೆಯಿಂದ,ಶ್ವೇತೆಯ,ಶ್ವೇತೆಯಲ್ಲಿ,ಶ್ವೇತೆಯೇ
ಸನ್ವಿ,ಸನ್ವಿ,ಸನ್ವಿಯನ್ನು,ಸನ್ವಿಯಿಂದ,ಸನ್ವಿಗೆ,ಸನ್ವಿಯಿಂದ,ಸನ್ವಿಯ,ಸನ್ವಿಯಲ್ಲಿ,ಸನ್ವಿಯೇ
ಆರಾಧ್ಯ,ಆರಾಧ್ಯ,ಆರಾಧ್ಯಳನ್ನು,ಆರಾಧ್ಯಳಿಂದ,ಆರಾಧ್ಯಳಿಗೆ,ಆರಾಧ್ಯಳಿಂದ,ಆರಾಧ್ಯಳ,ಆರಾಧ್ಯಳಲ್ಲಿ,ಆರಾಧ್ಯಳೇ
ನವ್ಯ,ನವ್ಯ,ನವ್ಯಳನ್ನು,ನವ್ಯಳಿಂದ,ನವ್ಯಳಿಗೆ,ನವ್ಯಳಿಂದ,ನವ್ಯಳ,ನವ್ಯಳಲ್ಲಿ,ನವ್ಯಳೇ
ಚಾರ್ವಿ,ಚಾರ್ವಿ,ಚಾರ್ವಿಯನ್ನು,ಚಾರ್ವಿಯಿಂದ,ಚಾರ್ವಿಗೆ,ಚಾರ್ವಿಯಿಂದ,ಚಾರ್ವಿಯ,ಚಾರ್ವಿಯಲ್ಲಿ,ಚಾರ್ವಿಯೇ
ದಿಶಾ,ದಿಶಾ,ದಿಶೆಯನ್ನು,ದಿಶೆಯಿಂದ,ದಿಶೆಗೆ,ದಿಶೆಯಿಂದ,ದಿಶೆಯ,ದಿಶೆಯಲ್ಲಿ,ದಿಶೆಯೇ
ಪ್ರಿಶಾ,ಪ್ರಿಶಾ,ಪ್ರಿಶೆಯನ್ನು,ಪ್ರಿಶೆಯಿಂದ,ಪ್ರಿಶೆಗೆ,ಪ್ರಿಶೆಯಿಂದ,ಪ್ರಿಶೆಯ,ಪ್ರಿಶೆಯಲ್ಲಿ,ಪ್ರಿಶೆಯೇ
ತನ್ವಿ,ತನ್ವಿ,ತನ್ವಿಯನ್ನು,ತನ್ವಿಯಿಂದ,ತನ್ವಿಗೆ,ತನ್ವಿಯಿಂದ,ತನ್ವಿಯ,ತನ್ವಿಯಲ್ಲಿ,ತನ್ವಿಯೇ
ಇರಾ,ಇರಾ,ಇರಾವನ್ನು,ಇರಾದಿಂದ,ಇರಾಕ್ಕೆ,ಇರಾದಿಂದ,ಇರಾಳ,ಇರಾಳಲ್ಲಿ,ಇರಾವೇ
ಆವನಿ,ಆವನಿ,ಆವನಿಯನ್ನು,ಆವನಿಯಿಂದ,ಆವನಿಗೆ,ಆವನಿಯಿಂದ,ಆವನಿಯ,ಆವನಿಯಲ್ಲಿ,ಆವನಿಯೇ
