word,p1,p2,p3,p4,p5,p6,p7,p8
ಸಮೈರಾ,ಸಮೈರಾ,ಸಮೈರೆಯನ್ನು,ಸಮೈರೆಯಿಂದ,ಸಮೈರೆಗೆ,ಸಮೈರೆಯಿಂದ,ಸಮೈರೆಯ,ಸಮೈರೆಯಲ್ಲಿ,ಸಮೈರೆಯೇ
ಕೈರಾ,ಕೈರಾ,ಕೈರಾವನ್ನು,ಕೈರಾದಿಂದ,ಕೈರಾಕ್ಕೆ,ಕೈರಾದಿಂದ,ಕೈರಾಳ,ಕೈರಾಳಲ್ಲಿ,ಕೈರಾವೇ
ರಿಷಿತಾ,ರಿಷಿತಾ,ರಿಷಿತೆಯನ್ನು,ರಿಷಿತೆಯಿಂದ,ರಿಷಿತೆಗೆ,ರಿಷಿತೆಯಿಂದ,ರಿಷಿತೆಯ,ರಿಷಿತೆಯಲ್ಲಿ,ರಿಷಿತೆಯೇ
ಕ್ರಿಶಾ,ಕ್ರಿಶಾ,ಕ್ರಿಶೆಯನ್ನು,ಕ್ರಿಶೆಯಿಂದ,ಕ್ರಿಶೆಗೆ,ಕ್ರಿಶೆಯಿಂದ,ಕ್ರಿಶೆಯ,ಕ್ರಿಶೆಯಲ್ಲಿ,ಕ್ರಿಶೆಯೇ
ಅನ್ವಿತಾ,ಅನ್ವಿತಾ,ಅನ್ವಿತೆಯನ್ನು,ಅನ್ವಿತೆಯಿಂದ,ಅನ್ವಿತೆಗೆ,ಅನ್ವಿತೆಯಿಂದ,ಅನ್ವಿತೆಯ,ಅನ್ವಿತೆಯಲ್ಲಿ,ಅನ್ವಿತೆಯೇ
ಅಮೂಲ್ಯ,ಅಮೂಲ್ಯ,ಅಮೂಲ್ಯಳನ್ನು,ಅಮೂಲ್ಯಳಿಂದ,ಅಮೂಲ್ಯಳಿಗೆ,ಅಮೂಲ್ಯಳಿಂದ,ಅಮೂಲ್ಯಳ,ಅಮೂಲ್ಯಳಲ್ಲಿ,ಅಮೂಲ್ಯಳೇ
ಪ್ರಿಯಾಂಕಾ,ಪ್ರಿಯಾಂಕಾ,ಪ್ರಿಯಾಂಕಳನ್ನು,ಪ್ರಿಯಾಂಕಳಿಂದ,ಪ್ರಿಯಾಂಕಳಿಗೆ,ಪ್ರಿಯಾಂಕಳಿಂದ,ಪ್ರಿಯಾಂಕಳ,ಪ್ರಿಯಾಂಕಳಲ್ಲಿ,ಪ್ರಿಯಾಂಕಳೇ
ಪೂಜಾ,ಪೂಜಾ,ಪೂಜೆಯನ್ನು,ಪೂಜೆಯಿಂದ,ಪೂಜೆಗೆ,ಪೂಜೆಯಿಂದ,ಪೂಜೆಯ,ಪೂಜೆಯಲ್ಲಿ,ಪೂಜೆಯೇ
ತೇಜಸ್ವಿ,ತೇಜಸ್ವಿ,ತೇಜಸ್ವಿಯನ್ನು,ತೇಜಸ್ವಿಯಿಂದ,ತೇಜಸ್ವಿಗೆ,ತೇಜಸ್ವಿಯಿಂದ,ತೇಜಸ್ವಿಯ,ತೇಜಸ್ವಿಯಲ್ಲಿ,ತೇಜಸ್ವಿಯೇ
ವಿದ್ಯಾ,ವಿದ್ಯಾ,ವಿದ್ಯೆಯನ್ನು,ವಿದ್ಯೆಯಿಂದ,ವಿದ್ಯೆಗೆ,ವಿದ್ಯೆಯಿಂದ,ವಿದ್ಯೆಯ,ವಿದ್ಯೆಯಲ್ಲಿ,ವಿದ್ಯೆಯೇ
ಪಲ್ಲವಿ,ಪಲ್ಲವಿ,ಪಲ್ಲವಿಯನ್ನು,ಪಲ್ಲವಿಯಿಂದ,ಪಲ್ಲವಿಗೆ,ಪಲ್ಲವಿಯಿಂದ,ಪಲ್ಲವಿಯ,ಪಲ್ಲವಿಯಲ್ಲಿ,ಪಲ್ಲವಿಯೇ
ರಶ್ಮಿ,ರಶ್ಮಿ,ರಶ್ಮಿಯನ್ನು,ರಶ್ಮಿಯಿಂದ,ರಶ್ಮಿಗೆ,ರಶ್ಮಿಯಿಂದ,ರಶ್ಮಿಯ,ರಶ್ಮಿಯಲ್ಲಿ,ರಶ್ಮಿಯೇ
ವಿನಿಶಾ,ವಿನಿಶಾ,ವಿನಿಷೆಯನ್ನು,ವಿನಿಷೆಯಿಂದ,ವಿನಿಷೆಗೆ,ವಿನಿಷೆಯಿಂದ,ವಿನಿಷೆಯ,ವಿನಿಷೆಯಲ್ಲಿ,ವಿನಿಷೆಯೇ
ಸಾಕ್ಷಿ,ಸಾಕ್ಷಿ,ಸಾಕ್ಷಿಯನ್ನು,ಸಾಕ್ಷಿಯಿಂದ,ಸಾಕ್ಷಿಗೆ,ಸಾಕ್ಷಿಯಿಂದ,ಸಾಕ್ಷಿಯ,ಸಾಕ್ಷಿಯಲ್ಲಿ,ಸಾಕ್ಷಿಯೇ
ಭಾವನಾ,ಭಾವನಾ,ಭಾವನೆಯನ್ನು,ಭಾವನೆಯಿಂದ,ಭಾವನೆಗೆ,ಭಾವನೆಯಿಂದ,ಭಾವನೆಯ,ಭಾವನೆಯಲ್ಲಿ,ಭಾವನೆಯೇ
ಲತಾ,ಲತಾ,ಲತೆಯನ್ನು,ಲತೆಯಿಂದ,ಲತೆಗೆ,ಲತೆಯಿಂದ,ಲತೆಯ,ಲತೆಯಲ್ಲಿ,ಲತೆಯೇ
ನಿವೇದಿತಾ,ನಿವೇದಿತಾ,ನಿವೇದಿತೆಯನ್ನು,ನಿವೇದಿತೆಯಿಂದ,ನಿವೇದಿತೆಗೆ,ನಿವೇದಿತೆಯಿಂದ,ನಿವೇದಿತೆಯ,ನಿವೇದಿತೆಯಲ್ಲಿ,ನಿವೇದಿತೆಯೇ
ಆಕಾಂಕ್ಷಾ,ಆಕಾಂಕ್ಷಾ,ಆಕಾಂಕ್ಷೆಯನ್ನು,ಆಕಾಂಕ್ಷೆಯಿಂದ,ಆಕಾಂಕ್ಷೆಗೆ,ಆಕಾಂಕ್ಷೆಯಿಂದ,ಆಕಾಂಕ್ಷೆಯ,ಆಕಾಂಕ್ಷೆಯಲ್ಲಿ,ಆಕಾಂಕ್ಷೆಯೇ
ಮಾನಸ,ಮಾನಸ,ಮಾನಸಳನ್ನು,ಮಾನಸಳಿಂದ,ಮಾನಸಳಿಗೆ,ಮಾನಸಳಿಂದ,ಮಾನಸಳ,ಮಾನಸಳಲ್ಲಿ,ಮಾನಸಳೇ
ಸೌಮ್ಯಾ,ಸೌಮ್ಯಾ,ಸೌಮ್ಯಳನ್ನು,ಸೌಮ್ಯಳಿಂದ,ಸೌಮ್ಯಳಿಗೆ,ಸೌಮ್ಯಳಿಂದ,ಸೌಮ್ಯಳ,ಸೌಮ್ಯಳಲ್ಲಿ,ಸೌಮ್ಯಳೇ
ಶ್ಲಾಘಾ,ಶ್ಲಾಘಾ,ಶ್ಲಾಘಳನ್ನು,ಶ್ಲಾಘಳಿಂದ,ಶ್ಲಾಘಳಿಗೆ,ಶ್ಲಾಘಳಿಂದ,ಶ್ಲಾಘಳ,ಶ್ಲಾಘಳಲ್ಲಿ,ಶ್ಲಾಘಳೇ
ತಾರಾ,ತಾರಾ,ತಾರೆಯನ್ನು,ತಾರೆಯಿಂದ,ತಾರೆಗೆ,ತಾರೆಯಿಂದ,ತಾರೆಯ,ತಾರೆಯಲ್ಲಿ,ತಾರೆಯೇ
ಕೃತಿ,ಕೃತಿ,ಕೃತಿಯನ್ನು,ಕೃತಿಯಿಂದ,ಕೃತಿಗೆ,ಕೃತಿಯಿಂದ,ಕೃತಿಯ,ಕೃತಿಯಲ್ಲಿ,ಕೃತಿಯೇ
ಸಂಧ್ಯಾ,ಸಂಧ್ಯಾ,ಸಂಧ್ಯೆಯನ್ನು,ಸಂಧ್ಯೆಯಿಂದ,ಸಂಧ್ಯೆಗೆ,ಸಂಧ್ಯೆಯಿಂದ,ಸಂಧ್ಯೆಯ,ಸಂಧ್ಯೆಯಲ್ಲಿ,ಸಂಧ್ಯೆಯೇ
ಚೈತ್ರಾ,ಚೈತ್ರಾ,ಚೈತ್ರಳನ್ನು,ಚೈತ್ರಳಿಂದ,ಚೈತ್ರಳಿಗೆ,ಚೈತ್ರಳಿಂದ,ಚೈತ್ರಳ,ಚೈತ್ರಳಲ್ಲಿ,ಚೈತ್ರಳೇ
ಪೂರ್ಣಿಮಾ,ಪೂರ್ಣಿಮಾ,ಪೂರ್ಣಿಮೆಯನ್ನು,ಪೂರ್ಣಿಮೆಯಿಂದ,ಪೂರ್ಣಿಮೆಗೆ,ಪೂರ್ಣಿಮೆಯಿಂದ,ಪೂರ್ಣಿಮೆಯ,ಪೂರ್ಣಿಮೆಯಲ್ಲಿ,ಪೂರ್ಣಿಮೆಯೇ
ಸಂಯುಕ್ತಾ,ಸಂಯುಕ್ತಾ,ಸಂಯುಕ್ತೆಯನ್ನು,ಸಂಯುಕ್ತೆಯಿಂದ,ಸಂಯುಕ್ತೆಗೆ,ಸಂಯುಕ್ತೆಯಿಂದ,ಸಂಯುಕ್ತೆಯ,ಸಂಯುಕ್ತೆಯಲ್ಲಿ,ಸಂಯುಕ್ತೆಯೇ
ಸಂಗೀತಾ,ಸಂಗೀತಾ,ಸಂಗೀತೆ ಯನ್ನು,ಸಂಗೀತೆ ಯಿಂದ,ಸಂಗೀತೆ ಗೆ,ಸಂಗೀತೆ ಯಿಂದ,ಸಂಗೀತೆ ಯ,ಸಂಗೀತೆ ಯಲ್ಲಿ,ಸಂಗೀತೆ ಯೇ
ಮಾಲಿನಿ,ಮಾಲಿನಿ,ಮಾಲಿನಿಯನ್ನು,ಮಾಲಿನಿಯಿಂದ,ಮಾಲಿನಿಗೆ,ಮಾಲಿನಿಯಿಂದ,ಮಾಲಿನಿಯ,ಮಾಲಿನಿ ಯಲ್ಲಿ,ಮಾಲಿನಿಯೇ
ದಿವ್ಯಾ,ದಿವ್ಯಾ,ದಿವ್ಯಳನ್ನು,ದಿವ್ಯಳಿಂದ,ದಿವ್ಯಳಿಗೆ,ದಿವ್ಯಳಿಂದ,ದಿವ್ಯಳ,ದಿವ್ಯಳಲ್ಲಿ,ದಿವ್ಯಳೇ
ಅನನ್ಯಾ,ಅನನ್ಯಾ,ಅನನ್ಯಳನ್ನು,ಅನನ್ಯಳಿಂದ,ಅನನ್ಯಳಿಗೆ,ಅನನ್ಯಳಿಂದ,ಅನನ್ಯಳ,ಅನನ್ಯಳಲ್ಲಿ,ಅನನ್ಯಳೇ
ಖುಷಿ,ಖುಷಿ,ಖುಷಿಯನ್ನು,ಖುಷಿಯಿಂದ,ಖುಷಿಗೆ,ಖುಷಿಯಿಂದ,ಖುಷಿಯ,ಖುಷಿಯಲ್ಲಿ,ಖುಷಿಯೇ
ಅವಂತಿಕಾ,ಅವಂತಿಕಾ,ಅವಂತಿಕೆಯನ್ನು,ಅವಂತಿಕೆಯಿಂದ,ಅವಂತಿಕೆಗೆ,ಅವಂತಿಕೆಯಿಂದ,ಅವಂತಿಕೆಯ,ಅವಂತಿಕೆಯಲ್ಲಿ,ಅವಂತಿಕೆಯೇ
ಶ್ರೀಯಾ,ಶ್ರೀಯಾ,ಶ್ರೀಯಳನ್ನು,ಶ್ರೀಯಳಿಂದ,ಶ್ರೀಯಳಿಗೆ,ಶ್ರೀಯಳಿಂದ,ಶ್ರೀಯಳ,ಶ್ರೀಯಳಲ್ಲಿ,ಶ್ರೀಯಳೇ
ಇಶಾ,ಇಶಾ,ಇಶಾವನ್ನು,ಇಶಾದಿಂದ,ಇಶಾಕ್ಕೆ,ಇಶಾದಿಂದ,ಇಶಾಳ,ಇಶಾಳಲ್ಲಿ,ಇಶಾವೇ
ಕನಕ,ಕನಕ,ಕನಕವನ್ನು,ಕನಕದಿಂದ,ಕನಕಕ್ಕೆ,ಕನಕದಿಂದ,ಕನಕದ,ಕನಕದಲ್ಲಿ,ಕನಕವೇ
ಆರಾಧನಾ,ಆರಾಧನಾ,ಆರಾಧನೆಯನ್ನು,ಆರಾಧನೆಯಿಂದ,ಆರಾಧನೆಗೆ,ಆರಾಧನೆಯಿಂದ,ಆರಾಧನೆಯ,ಆರಾಧನೆಯಲ್ಲಿ,ಆರಾಧನೆಯೇ
ಭಾವಿಕಾ,ಭಾವಿಕಾ,ಭಾವಿಕೆಯನ್ನು,ಭಾವಿಕೆಯಿಂದ,ಭಾವಿಕೆಗೆ,ಭಾವಿಕೆಯಿಂದ,ಭಾವಿಕೆಯ,ಭಾವಿಕೆಯಲ್ಲಿ,ಭಾವಿಕೆಯೇ
ಶ್ರವಣೀ,ಶ್ರವಣೀ,ಶ್ರವಣಿಯನ್ನು,ಶ್ರವಣಿಯಿಂದ,ಶ್ರವಣಿಗೆ,ಶ್ರವಣಿಯಿಂದ,ಶ್ರವಣಿಯ,ಶ್ರವಣಿಯಲ್ಲಿ,ಶ್ರವಣಿಯೇ
ವರ್ಷಿಣಿ,ವರ್ಷಿಣಿ,ವರ್ಷಿಣಿಯನ್ನು,ವರ್ಷಿಣಿಯಿಂದ,ವರ್ಷಿಣಿಗೆ,ವರ್ಷಿಣಿಯಿಂದ,ವರ್ಷಿಣಿಯ,ವರ್ಷಿಣಿಯಲ್ಲಿ,ವರ್ಷಿಣಿಯೇ
ಸಮನ್ವಿತಾ,ಸಮನ್ವಿತಾ,ಸಮನ್ವಿತೆಯನ್ನು,ಸಮನ್ವಿತೆಯಿಂದ,ಸಮನ್ವಿತೆಗೆ,ಸಮನ್ವಿತೆಯಿಂದ,ಸಮನ್ವಿತೆಯ,ಸಮನ್ವಿತೆಯಲ್ಲಿ,ಸಮನ್ವಿತೆಯೇ
ಸುವರ್ಣ,ಸುವರ್ಣ,ಸುವರ್ಣವನ್ನು,ಸುವರ್ಣದಿಂದ,ಸುವರ್ಣಕ್ಕೆ,ಸುವರ್ಣದಿಂದ,ಸುವರ್ಣದ,ಸುವರ್ಣದಲ್ಲಿ,ಸುವರ್ಣವೇ
ನಿಧಿ,ನಿಧಿ,ನಿಧಿಯನ್ನು,ನಿಧಿಯಿಂದ,ನಿಧಿಗೆ,ನಿಧಿಯಿಂದ,ನಿಧಿಯ,ನಿಧಿಯಲ್ಲಿ,ನಿಧಿಯೇ
ಹರ್ಷಿತಾ,ಹರ್ಷಿತಾ,ಹರ್ಷಿತೆಯನ್ನು,ಹರ್ಷಿತೆಯಿಂದ,ಹರ್ಷಿತೆಗೆ,ಹರ್ಷಿತೆಯಿಂದ,ಹರ್ಷಿತೆಯ,ಹರ್ಷಿತೆಯಲ್ಲಿ,ಹರ್ಷಿತೆಯೇ
ದರ್ಶಿ,ದರ್ಶಿ,ದರ್ಶಿಯನ್ನು,ದರ್ಶಿಯಿಂದ,ದರ್ಶಿಗೆ,ದರ್ಶಿಯಿಂದ,ದರ್ಶಿಯ,ದರ್ಶಿಯಲ್ಲಿ,ದರ್ಶಿಯೇ
ನೀಲಿಮಾ,ನೀಲಿಮಾ,ನೀಲಿಮೆಯನ್ನು,ನೀಲಿಮೆಯಿಂದ,ನೀಲಿಮೆಗೆ,ನೀಲಿಮೆಯಿಂದ,ನೀಲಿಮೆಯ,ನೀಲಿಮೆಯಲ್ಲಿ,ನೀಲಿಮೆಯೇ
ರಮ್ಯ,ರಮ್ಯ,ರಮ್ಯಳನ್ನು,ರಮ್ಯಳಿಂದ,ರಮ್ಯಳಿಗೆ,ರಮ್ಯಳಿಂದ,ರಮ್ಯಳ,ರಮ್ಯಳಲ್ಲಿ,ರಮ್ಯಳೇ
ಆಶಾ,ಆಶಾ,ಆಶೆಯನ್ನು,ಆಶೆಯಿಂದ,ಆಶೆಗೆ,ಆಶೆಯಿಂದ,ಆಶೆಯ,ಆಶೆಯಲ್ಲಿ,ಆಶೆಯೇ
ವಾಣಿ,ವಾಣಿ,ವಾಣಿಯನ್ನು,ವಾಣಿಯಿಂದ,ವಾಣಿಗೆ,ವಾಣಿಯಿಂದ,ವಾಣಿಯ,ವಾಣಿಯಲ್ಲಿ,ವಾಣಿಯೇ
ಸೃಷ್ಟಿ,ಸೃಷ್ಟಿ,ಸೃಷ್ಟಿಯನ್ನು,ಸೃಷ್ಟಿಯಿಂದ,ಸೃಷ್ಟಿಗೆ,ಸೃಷ್ಟಿಯಿಂದ,ಸೃಷ್ಟಿಯ,ಸೃಷ್ಟಿಯಲ್ಲಿ,ಸೃಷ್ಟಿಯೇ
ಧನ್ಯಾ,ಧನ್ಯಾ,ಧನ್ಯಳನ್ನು,ಧನ್ಯಳಿಂದ,ಧನ್ಯಳಿಗೆ,ಧನ್ಯಳಿಂದ,ಧನ್ಯಳ,ಧನ್ಯಳಲ್ಲಿ,ಧನ್ಯಳೇ
ಭಾವಿ,ಭಾವಿ,ಭಾವಿಯನ್ನು,ಭಾವಿಯಿಂದ,ಭಾವಿಗೆ,ಭಾವಿಯಿಂದ,ಭಾವಿಯ,ಭಾವಿಯಲ್ಲಿ,ಭಾವಿಯೇ
ಕೀರ್ತನಾ,ಕೀರ್ತನಾ,ಕೀರ್ತನೆಯನ್ನು,ಕೀರ್ತನೆಯಿಂದ,ಕೀರ್ತನೆಗೆ,ಕೀರ್ತನೆಯಿಂದ,ಕೀರ್ತನೆಯ,ಕೀರ್ತನೆಯಲ್ಲಿ,ಕೀರ್ತನೆಯೇ
ಅಂಜನಾ,ಅಂಜನಾ,ಅಂಜನೆಯನ್ನು,ಅಂಜನೆಯಿಂದ,ಅಂಜನೆಗೆ,ಅಂಜನೆಯಿಂದ,ಅಂಜನೆಯ,ಅಂಜನೆಯಲ್ಲಿ,ಅಂಜನೆಯೇ
ತ್ರಿವೇಣಿ,ತ್ರಿವೇಣಿ,ತ್ರಿವೇಣಿಯನ್ನು,ತ್ರಿವೇಣಿಯಿಂದ,ತ್ರಿವೇಣಿಗೆ,ತ್ರಿವೇಣಿಯಿಂದ,ತ್ರಿವೇಣಿಯ,ತ್ರಿವೇಣಿಯಲ್ಲಿ,ತ್ರಿವೇಣಿಯೇ
ಕವಿತಾ,ಕವಿತಾ,ಕವಿತೆಯನ್ನು,ಕವಿತೆಯಿಂದ,ಕವಿತೆಗೆ,ಕವಿತೆಯಿಂದ,ಕವಿತೆಯ,ಕವಿತೆಯಲ್ಲಿ,ಕವಿತೆಯೇ
ಅಪೂರ್ವ,ಅಪೂರ್ವ,ಅಪೂರ್ವಳನ್ನು,ಅಪೂರ್ವಳಿಂದ,ಅಪೂರ್ವಳಿಗೆ,ಅಪೂರ್ವಳಿಂದ,ಅಪೂರ್ವಳ,ಅಪೂರ್ವಳಲ್ಲಿ,ಅಪೂರ್ವಳೇ
ಶ್ಲೋಕ,ಶ್ಲೋಕ,ಶ್ಲೋಕವನ್ನು,ಶ್ಲೋಕದಿಂದ,ಶ್ಲೋಕಕ್ಕೆ,ಶ್ಲೋಕದಿಂದ,ಶ್ಲೋಕದ,ಶ್ಲೋಕದಲ್ಲಿ,ಶ್ಲೋಕವೇ
ಯಶ್ಮಿತಾ,ಯಶ್ಮಿತಾ,ಯಶ್ಮಿತೆಯನ್ನು,ಯಶ್ಮಿತೆಯಿಂದ,ಯಶ್ಮಿತೆಗೆ,ಯಶ್ಮಿತೆಯಿಂದ,ಯಶ್ಮಿತೆಯ,ಯಶ್ಮಿತೆಯಲ್ಲಿ,ಯಶ್ಮಿತೆಯೇ
ನಮಿತಾ,ನಮಿತಾ,ನಮಿತೆಯನ್ನು,ನಮಿತೆಯಿಂದ,ನಮಿತೆಗೆ,ನಮಿತೆಯಿಂದ,ನಮಿತೆಯ,ನಮಿತೆಯಲ್ಲಿ,ನಮಿತೆಯೇ
ವ್ಯಕ್ತಿ,ವ್ಯಕ್ತಿ,ವ್ಯಕ್ತಿಯನ್ನು,ವ್ಯಕ್ತಿಯಿಂದ,ವ್ಯಕ್ತಿಗೆ,ವ್ಯಕ್ತಿಯಿಂದ,ವ್ಯಕ್ತಿಯ,ವ್ಯಕ್ತಿಯಲ್ಲಿ,ವ್ಯಕ್ತಿಯೇ
ವಿದ್ಯಾರ್ಥಿ,ವಿದ್ಯಾರ್ಥಿ,ವಿದ್ಯಾರ್ಥಿಯನ್ನು,ವಿದ್ಯಾರ್ಥಿಯಿಂದ,ವಿದ್ಯಾರ್ಥಿಗೆ,ವಿದ್ಯಾರ್ಥಿಯಿಂದ,ವಿದ್ಯಾರ್ಥಿಯ,ವಿದ್ಯಾರ್ಥಿಯಲ್ಲಿ,ವಿದ್ಯಾರ್ಥಿಯೇ
ಗುರು,ಗುರು,ಗುರುವಿನಿಂದ,ಗುರುವಿನಿಂದ,ಗುರುವಿಗೆ,ಗುರುವಿನಿಂದ,ಗುರುವಿನ,ಗುರುವಿನಲ್ಲಿ,ಗುರುವೇ
ಅಧಿಕಾರಿ,ಅಧಿಕಾರಿ,ಅಧಿಕಾರಿಯನ್ನು,ಅಧಿಕಾರಿಯಿಂದ,ಅಧಿಕಾರಿಗೆ,ಅಧಿಕಾರಿಯಿಂದ,ಅಧಿಕಾರಿಯ,ಅಧಿಕಾರಿಯಲ್ಲಿ,ಅಧಿಕಾರಿಯೇ
ಕಾರ್ಮಿಕ,ಕಾರ್ಮಿಕ,ಕಾರ್ಮಿಕನನ್ನು,ಕಾರ್ಮಿಕನಿಂದ,ಕಾರ್ಮಿಕನಿಗೆ,ಕಾರ್ಮಿಕನಿಂದ,ಕಾರ್ಮಿಕನ,ಕಾರ್ಮಿಕನಲ್ಲಿ,ಕಾರ್ಮಿಕನೇ
ನೌಕರ,ನೌಕರ,ನೌಕರನನ್ನು,ನೌಕರನಿಂದ,ನೌಕರನಿಗೆ,ನೌಕರನಿಂದ,ನೌಕರನ,ನೌಕರನಲ್ಲಿ,ನೌಕರನೇ
ವಕೀಲ,ವಕೀಲ,ವಕೀಲನನ್ನು,ವಕೀಲನಿಂದ,ವಕೀಲನಿಗೆ,ವಕೀಲನಿಂದ,ವಕೀಲನ,ವಕೀಲನಲ್ಲಿ,ವಕೀಲನೇ
ಮಾಧ್ಯಮ,ಮಾಧ್ಯಮ,ಮಾಧ್ಯಮವನ್ನು,ಮಾಧ್ಯಮದಿಂದ,ಮಾಧ್ಯಮಕ್ಕೆ,ಮಾಧ್ಯಮದಿಂದ,ಮಾಧ್ಯಮದ,ಮಾಧ್ಯಮದಲ್ಲಿ,ಮಾಧ್ಯಮವೇ
ಸಹಯೋಗಿ,ಸಹಯೋಗಿ,ಸಹಯೋಗಿಯನ್ನು,ಸಹಯೋಗಿಯಿಂದ,ಸಹಯೋಗಿಗೆ,ಸಹಯೋಗಿಯಿಂದ,ಸಹಯೋಗಿಯ,ಸಹಯೋಗಿಯಲ್ಲಿ,ಸಹಯೋಗಿಯೇ
ಪ್ರವಾಸಿ,ಪ್ರವಾಸಿ,ಪ್ರವಾಸಿಯನ್ನು,ಪ್ರವಾಸಿಯಿಂದ,ಪ್ರವಾಸಿಗೆ,ಪ್ರವಾಸಿಯಿಂದ,ಪ್ರವಾಸಿಯ,ಪ್ರವಾಸಿಯಲ್ಲಿ,ಪ್ರವಾಸಿಯೇ
ಮಕ್ಕಳು,ಮಕ್ಕಳು,ಮಕ್ಕಳನ್ನು,ಮಕ್ಕಳಿಂದ,ಮಕ್ಕಳಿಗೆ,ಮಕ್ಕಳಿಂದ,ಮಕ್ಕಳ,ಮಕ್ಕಳಲ್ಲಿ,ಮಕ್ಕಳೇ
ಸೋದರ,ಸೋದರ,ಸೋದರನನ್ನು,ಸೋದರನಿಂದ,ಸೋದರನಿಗೆ,ಸೋದರನಿಂದ,ಸೋದರನ,ಸೋದರನಲ್ಲಿ,ಸೋದರನೇ
ಬಂಧು,ಬಂಧು,ಬಂಧುವನ್ನು,ಬಂಧುವಿನಿಂದ,ಬಂಧುವಿಗೆ,ಬಂಧುವಿನಿಂದ,ಬಂಧುವಿನ,ಬಂಧುವಿನಲ್ಲಿ,ಬಂಧುವೇ
ಅಧ್ಯಕ್ಷ,ಅಧ್ಯಕ್ಷ,ಅಧ್ಯಕ್ಷನನ್ನು,ಅಧ್ಯಕ್ಷನಿಂದ,ಅಧ್ಯಕ್ಷನಿಗೆ,ಅಧ್ಯಕ್ಷನಿಂದ,ಅಧ್ಯಕ್ಷನ,ಅಧ್ಯಕ್ಷನಲ್ಲಿ,ಅಧ್ಯಕ್ಷನೇ
ಸದಸ್ಯ,ಸದಸ್ಯ,ಸದಸ್ಯನನ್ನು,ಸದಸ್ಯನಿಂದ,ಸದಸ್ಯನಿಗೆ,ಸದಸ್ಯನಿಂದ,ಸದಸ್ಯನ,ಸದಸ್ಯನಲ್ಲಿ,ಸದಸ್ಯನೇ
ಅತಿಥಿ,ಅತಿಥಿ,ಅತಿಥಿಯನ್ನು,ಅತಿಥಿಯಿಂದ,ಅತಿಥಿಗೆ,ಅತಿಥಿಯಿಂದ,ಅತಿಥಿಯ,ಅತಿಥಿಯಲ್ಲಿ,ಅತಿಥಿಯೇ
